Nome: PASSO FUNDO
Codigo Estacao: A839
Latitude: -28.22666666
Longitude: -52.40361111
Altitude: 680.67
Situacao: Operante
Data Inicial: 2021-01-01
Data Final: 2025-09-05
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2023-10-10;0;27,3;13;73,8;4,2;
2023-10-11;0;20,5;16,1;90,6;3,2;
2023-10-12;null;17;11,7;null;null;
2023-10-13;null;16,8;null;79,1;null;
2023-10-14;0;23,3;10,4;71,1;3,9;
2023-10-15;0;26,6;13,7;75,2;3,9;
2023-10-16;,6;21,1;16,4;90,8;4,6;
2023-10-17;115;17,7;16,5;95,6;null;
2023-10-18;null;null;null;null;null;
2023-10-19;null;null;null;null;null;
2023-10-20;null;27;null;61,7;null;
2023-10-21;0;29;15,1;74,4;3;
2023-10-22;0;29,3;15,6;72,5;4,4;
2023-10-23;0;24,8;18,9;79,3;3;
2023-10-24;0;25;15,8;84;1,9;
2023-10-25;0;25,2;16,4;71,5;2,3;
2023-10-26;0;25,3;11;63,3;2,5;
2023-10-27;0;27,2;13,9;73,6;4,4;
2023-10-28;28,2;20,2;17;92,9;4,5;
2023-10-29;27,6;28,5;16,4;76,2;2,4;
2023-10-30;53,6;23,9;15,9;90,2;3;
2023-10-31;7,6;24,1;16,3;85,5;3,3;
2023-11-01;0;28,1;15;79;3,7;
2023-11-02;36;21,1;16,1;89,5;5,1;
2023-11-03;44,8;18,6;16,3;90,8;4,7;
2023-11-04;5,8;17;9,2;77;3,2;
2023-11-05;0;25,9;7,7;61,8;2,3;
2023-11-06;0;30,1;12,8;54,8;3;
2023-11-07;0;32,2;15;51,3;3,9;
2023-11-08;0;33,6;17,6;59,8;4,1;
2023-11-09;66,8;25;18,1;83,4;3,5;
2023-11-10;2,6;29,6;16,9;77,2;3,2;
2023-11-11;0;34,6;20,5;70;6,7;
2023-11-12;0;33,6;20,2;76;4,5;
2023-11-13;30,6;20,9;17,4;91,8;3,6;
2023-11-14;15;19;17,3;92,6;2,6;
2023-11-15;6,2;22,5;16,8;92,3;3,5;
2023-11-16;94,8;23,2;18,3;93,5;2,3;
2023-11-17;31,6;21,3;18,8;95,5;3,2;
2023-11-18;61;22,9;16,5;94,2;2,5;
2023-11-19;24,4;26,6;12;73,9;2,1;
2023-11-20;0;29,9;14,5;56,7;2,8;
2023-11-21;0;31,5;17,4;65,4;3,3;
2023-11-22;20,6;24,9;19,5;88,6;2,6;
2023-11-23;45,6;24,1;16,2;82,7;4,1;
2023-11-24;0;25,3;13,6;60,4;4;
2023-11-25;0;27,9;13,4;57;4;
2023-11-26;0;29,2;16,6;58,8;3,2;
2023-11-27;0;25,7;17,5;71,8;3,3;
2023-11-28;27,2;22,5;17,4;94,5;2,9;
2023-11-29;20,2;30,1;19,5;79,4;2,6;
2023-11-30;0;32,6;17,6;70,5;2,2;
2023-12-01;0;35,9;19,8;61;3,2;
2023-12-02;0;34,9;22,3;73,3;2,8;
2023-12-03;7,4;31,6;19,8;81,1;2,9;
2023-12-04;83,8;21,1;18,7;90,8;5,4;
2023-12-05;0;24,3;17,2;81,9;4,7;
2023-12-06;5,8;26,5;19,5;84,9;4,2;
2023-12-07;45,2;22,2;19,5;93,5;2,7;
2023-12-08;8;22,5;14,5;78,7;3,3;
2023-12-09;0;26,5;12,9;73;4;
2023-12-10;,2;22,5;17;84,6;4,4;
2023-12-11;2,6;28;16,2;74,2;2;
2023-12-12;0;31,1;16,9;66,4;3,5;
2023-12-13;0;30,1;18,2;63,2;3,4;
2023-12-14;0;33;20,9;66,4;3,1;
2023-12-15;0;37;21,2;66,9;4;
2023-12-16;2,8;32,6;20,3;76,5;2,9;
2023-12-17;0;36,1;20;61,2;3;
2023-12-18;0;34,2;22,4;69,1;2,7;
2023-12-19;7,6;26,4;19,9;86,5;3,7;
2023-12-20;0;26;19,5;80;3,3;
2023-12-21;,4;29,4;19;66,4;3;
2023-12-22;0;32,5;19,4;69,7;1,9;
2023-12-23;10,6;29,1;17,4;80;3;
2023-12-24;,6;30,1;17,8;80,6;2,1;
2023-12-25;4,2;25,6;18,4;84,7;3,6;
2023-12-26;,2;25,2;16,1;64,5;2,3;
2023-12-27;0;28,1;12,5;55;3;
2023-12-28;0;32,6;16,8;58,7;4,2;
2023-12-29;7,6;27,2;17,3;83;3,2;
2023-12-30;10,6;26,9;16,8;77,1;1,8;
2023-12-31;0;26;14,8;72,8;2,2;
2024-01-01;0;30,5;17,2;69,5;3,4;
2024-01-02;,6;26,3;19,3;80,5;3,3;
2024-01-03;0;29,1;17,2;77;2,9;
2024-01-04;7,4;27,1;16,6;77,1;3,7;
2024-01-05;0;29,3;17,5;71,7;3,5;
2024-01-06;0;30,7;18,4;69;3,3;
2024-01-07;0;33,2;20,4;71,3;3,4;
2024-01-08;1,8;28,7;20;72,5;2,3;
2024-01-09;0;31,7;18,6;79,8;3;
2024-01-10;4,6;29,7;18,4;76;2,6;
2024-01-11;0;28,4;21,3;79,5;3,4;
2024-01-12;10,6;26;18,7;79,9;4,4;
2024-01-13;0;30,9;17,1;72,8;3,3;
2024-01-14;0;32,7;19;75,1;4;
2024-01-15;13;30;18,9;83,1;2,8;
2024-01-16;0;29,8;20,4;81;2,9;
2024-01-17;36,2;26,6;18,8;92,2;3,6;
2024-01-18;75,6;22,2;19;95,3;3,5;
2024-01-19;45,8;29,5;19,9;80,3;2,6;
2024-01-20;,2;28,7;20,8;82,5;2,2;
2024-01-21;0;26,3;18,4;80,2;4;
2024-01-22;0;23,2;16,8;83;4;
2024-01-23;5,6;23,2;14,7;81,8;4;
2024-01-24;,2;23,9;14,5;84,5;3,6;
2024-01-25;15,6;24,2;13,4;73,8;3,7;
2024-01-26;0;24,1;12,7;75,2;3,9;
2024-01-27;3,2;23,4;13,4;84;3,2;
2024-01-28;,4;26;14,6;81;1,9;
2024-01-29;0;27,5;14,1;76,9;1,9;
2024-01-30;0;28,5;16,7;69,9;1,4;
2024-01-31;0;28,9;15,8;65;2,7;
2024-02-01;0;30,4;18;69,1;3,3;
2024-02-02;0;30,5;18,5;68,3;3,3;
2024-02-03;0;30,6;17,8;73,3;3,4;
2024-02-04;0;31;20,1;74;2,5;
2024-02-05;0;30,9;18,1;77,2;2,2;
2024-02-06;3,4;31,3;20,6;76,5;3,3;
2024-02-07;0;33,3;20,3;78,9;3;
2024-02-08;24,2;31,5;18,5;75,9;2,2;
2024-02-09;0;31,8;20,4;76,7;2,9;
2024-02-10;,2;30,9;20,7;76,7;3,3;
2024-02-11;0;30,1;20,7;80;2,4;
2024-02-12;0;32,7;21,1;72,8;2,3;
2024-02-13;44;26,9;20,9;90,6;2,1;
2024-02-14;36,4;21,5;16,1;90,5;4,1;
2024-02-15;0;20,2;16,5;89,4;4,4;
2024-02-16;25,6;21,9;17,6;93,9;3,3;
2024-02-17;1,2;27,5;18,5;85,2;3,3;
2024-02-18;,4;29;17,7;78,8;3,1;
2024-02-19;2,6;27;18,4;87,3;2,2;
2024-02-20;30,8;27,4;17,4;84,1;3,1;
2024-02-21;0;27,9;17;77,3;3,1;
2024-02-22;0;29,4;18;75,9;2,6;
2024-02-23;0;31,1;19,2;76,9;2,3;
2024-02-24;0;30,2;20,6;75,4;2,4;
2024-02-25;0;29,5;20,2;79,3;3,5;
2024-02-26;,2;27;20,7;84,8;3,5;
2024-02-27;61,2;26,6;19,1;95,3;2,3;
2024-02-28;45,6;28,9;20,8;89,8;1,5;
2024-02-29;24;27;18,4;89;1,3;
2024-03-01;5,8;28,6;19,4;80,2;2;
2024-03-02;0;30,2;19,1;79,1;2,9;
2024-03-03;0;29;20;84;1,6;
2024-03-04;3,8;22,9;19,7;93,1;3,1;
2024-03-05;16,8;22,6;16,2;87,9;3,4;
2024-03-06;0;27,1;12,5;83;2,4;
2024-03-07;0;28,4;16,9;86,5;3,2;
2024-03-08;18,6;21,8;19;95,3;3,3;
2024-03-09;44,2;26,6;20;94;2,1;
2024-03-10;,8;29,5;16,5;79;1,7;
2024-03-11;0;29,5;15,8;75,1;2,4;
2024-03-12;0;31,2;17,1;73,3;2,5;
2024-03-13;0;30,9;18,1;71;2,2;
2024-03-14;0;32,5;19,4;68,5;2;
2024-03-15;0;27,2;20,8;78,8;2,6;
2024-03-16;,6;29,8;19,9;90;2,3;
2024-03-17;25,4;26,1;19,1;87;1,9;
2024-03-18;0;30,8;19,2;80,3;2,1;
2024-03-19;15,6;26,6;19;94;1,7;
2024-03-20;40,4;31,2;19,2;84,1;3,1;
2024-03-21;15,8;26,2;17,1;90;3,5;
2024-03-22;1,6;20,3;13,5;82,8;4,6;
2024-03-23;0;24,2;12,2;71,6;4,3;
2024-03-24;0;26,4;14,8;69,6;2,9;
2024-03-25;0;27,3;16,1;72,6;1,8;
2024-03-26;0;27,2;14,3;75,5;2,6;
2024-03-27;0;29,2;16,4;76;3,2;
2024-03-28;0;29,8;18,4;78,5;1,7;
2024-03-29;0;29,2;16,7;76,5;2;
2024-03-30;,4;29,9;15,8;71,3;2;
2024-03-31;0;31;16,7;66,1;1,7;
2024-04-01;0;31,8;18,5;65,5;2,7;
2024-04-02;0;28,4;18,1;77,9;1,7;
2024-04-03;0;33,7;17,2;68,3;3;
2024-04-04;0;32,6;20,3;81,5;2,4;
2024-04-05;27,6;26,8;18,8;86,7;2,5;
2024-04-06;0;29;14,3;73,3;3,6;
2024-04-07;4,2;20,9;16,3;89,3;5,1;
2024-04-08;22,4;26,2;16,8;87;1,6;
2024-04-09;1;29,3;18,3;79;1,2;
2024-04-10;0;29,9;17,9;77,6;1,9;
2024-04-11;2,2;20,8;15,4;92;4,1;
2024-04-12;3,6;28,5;17,1;79,8;4;
2024-04-13;0;26,1;19;82,8;4;
2024-04-14;40;21,6;19,3;93,1;3,9;
2024-04-15;18,8;24,5;19,4;87;4,2;
2024-04-16;0;22,2;20,5;94,5;3,4;
2024-04-17;70;18,9;13,4;79,1;2,6;
2024-04-18;0;21,8;9,7;70,6;1,4;
2024-04-19;0;24,6;10,9;61;1,8;
2024-04-20;0;26,3;12;65,9;3,1;
2024-04-21;0;28,7;12,5;64,8;2,7;
2024-04-22;0;23,2;14,8;80,2;2,2;
2024-04-23;7,6;24;17;91,8;3,1;
2024-04-24;8,4;24,6;16,5;89,3;1,7;
2024-04-25;5;25,4;16,9;85,7;2,5;
2024-04-26;1,2;30,2;16,8;78,5;4,2;
2024-04-27;0;30,5;19,2;73,6;5,7;
2024-04-28;12,2;24,4;17,5;94,8;2,2;
2024-04-29;12,6;28,9;18,3;88,7;3,8;
2024-04-30;9,4;26,8;20;78,8;3,9;
2024-05-01;,4;25,6;20,7;83,7;5,1;
2024-05-02;92,4;23,1;16,8;94,9;4,2;
2024-05-03;38;19,6;16,3;94,7;2,2;
2024-05-04;72,4;19,2;16,6;96,3;3,1;
2024-05-05;50,4;28,6;17,4;80,9;3,6;
2024-05-06;0;28,7;18,2;68,6;4,8;
2024-05-07;0;29,6;18,1;65,7;4,9;
2024-05-08;0;28,8;19,7;73,2;5,7;
2024-05-09;12,6;20,3;13,1;84,5;2,2;
2024-05-10;0;23;14,3;91,5;2,7;
2024-05-11;3;25,5;16,6;90,4;2,4;
2024-05-12;17,2;23,7;18,2;91,4;3,5;
2024-05-13;16;21,5;14,8;96,5;2,8;
2024-05-14;6,2;12,6;9,1;86,7;2,6;
2024-05-15;0;14,7;4,5;71,6;1,4;
2024-05-16;3,2;18,2;7,5;90,7;2,4;
2024-05-17;14,6;13,6;11,1;97,9;,9;
2024-05-18;21,4;11,5;8,5;91,7;3;
2024-05-19;,6;12,9;8,5;94,1;1,2;
2024-05-20;,8;16,8;9,1;83,7;1,7;
2024-05-21;0;23,8;10,2;79,1;3,8;
2024-05-22;0;28,3;13,5;77,2;4,9;
2024-05-23;2;22,2;17,7;85,9;3,4;
2024-05-24;14;19,1;14,1;95,5;2,9;
2024-05-25;4,4;9,7;5,4;87,8;2,5;
2024-05-26;0;15,3;3,8;84,7;3,9;
2024-05-27;6,2;13,2;7,5;94,4;2,9;
2024-05-28;6,4;9,2;4,6;93;3,6;
2024-05-29;1,2;14,7;4,8;88,8;1,5;
2024-05-30;0;16,7;4,6;86,3;2,2;
2024-05-31;,2;17,8;4,7;85;2,6;
2024-06-01;0;20,8;8,7;76,7;4,3;
2024-06-02;0;25,3;10,5;73,3;3,6;
2024-06-03;0;18,4;13,6;83,4;3,3;
2024-06-04;0;19,6;6,4;86,5;3,6;
2024-06-05;0;25,7;10;79,1;3,1;
2024-06-06;0;26,4;13,9;73,5;2,3;
2024-06-07;0;25,8;14,5;70,5;2,2;
2024-06-08;0;25,4;14,3;73,8;2,7;
2024-06-09;0;26,6;14,7;73,6;4,9;
2024-06-10;0;27,5;16,5;68,7;4,2;
2024-06-11;0;27,9;16,5;70;2,5;
2024-06-12;0;26,5;14,8;68,1;2,6;
2024-06-13;0;27,3;13,8;65,9;4,4;
2024-06-14;0;28;15,7;56,8;4,9;
2024-06-15;0;24,2;18,4;75;3,1;
2024-06-16;41,8;19;17,1;95;2,7;
2024-06-17;29,8;19,3;17;95,9;3;
2024-06-18;48,4;20,1;13,6;93,5;3,6;
2024-06-19;11,6;21,4;14,9;83,2;3,3;
2024-06-20;35,6;17,9;16,1;92,1;3,8;
2024-06-21;11,2;20,8;13,9;84,1;4,5;
2024-06-22;0;25,3;14,2;75,9;4,3;
2024-06-23;0;24,5;16,6;71,8;4,5;
2024-06-24;47,4;21;13,5;94,8;2,9;
2024-06-25;3,4;10,8;7,4;88,4;3,9;
2024-06-26;30,2;12,3;7,7;93,2;2,5;
2024-06-27;0;15,1;3,7;81,7;1,5;
2024-06-28;0;13;6,5;89;1,9;
2024-06-29;,2;10,8;3;77,9;1,8;
2024-06-30;0;11,3;-,9;63,8;,6;
2024-07-01;0;18,1;1,1;57,5;1,9;
2024-07-02;0;22;5;58,5;3,1;
2024-07-03;0;22,3;9,7;77,2;1,6;
2024-07-04;0;25,5;13,8;77,4;2,1;
2024-07-05;0;14;10;91,8;3,4;
2024-07-06;1,4;11,6;5,9;87,8;2,7;
2024-07-07;11,4;8,5;6,6;96,7;3;
2024-07-08;2,6;7,9;5;95,1;3,4;
2024-07-09;0;6;4,9;95,4;3,4;
2024-07-10;9,2;6,8;4,3;96;1,6;
2024-07-11;3;8,7;4,8;93,3;1;
2024-07-12;5,4;10,2;4,6;87,5;2,2;
2024-07-13;0;12,7;5,7;91,6;3,4;
2024-07-14;24,8;13;8,9;96;2,1;
2024-07-15;2,8;15,8;9,3;88;3,4;
2024-07-16;0;18,4;10,7;84,1;3,6;
2024-07-17;0;17,6;11,7;86,7;2,4;
2024-07-18;0;21,3;7,3;86;1,8;
2024-07-19;0;24,6;9,5;75,9;1,4;
2024-07-20;0;22;12,1;71,9;1,5;
2024-07-21;0;24,3;11;75,2;2,7;
2024-07-22;0;24;10,6;71,5;,7;
2024-07-23;0;24,8;12,2;66,9;2,3;
2024-07-24;0;25,4;10,4;66,4;2,3;
2024-07-25;0;24,9;12,6;64;2,6;
2024-07-26;0;25,2;15,1;65,5;1,6;
2024-07-27;0;20,9;15,9;72,8;2,6;
2024-07-28;2,6;20,1;13,5;85,1;1,9;
2024-07-29;5,4;15,5;9,9;93,3;3,6;
2024-07-30;0;18;7,2;81,2;4,1;
2024-07-31;0;21;9,3;77,9;3,8;
2024-08-01;0;24,7;12,5;77;4,5;
2024-08-02;0;25;13,8;74,8;4,6;
2024-08-03;0;26,4;15,1;68;4,5;
2024-08-04;1;21,8;17,1;75;2;
2024-08-05;21,2;24,1;15,4;83;4,1;
2024-08-06;2,2;25,7;16,5;75,8;3,6;
2024-08-07;0;20,8;14,5;80,3;3,2;
2024-08-08;26,4;15,2;12,8;96,3;1,6;
2024-08-09;,8;8,4;3,3;85,8;2,6;
2024-08-10;0;11,4;3,7;84,5;1,4;
2024-08-11;0;14;2,1;81,8;2,5;
2024-08-12;0;10,9;2,6;70,4;2,6;
2024-08-13;0;14,6;,1;63,4;1,8;
2024-08-14;0;21,8;5,2;56,7;1,9;
2024-08-15;0;24,9;9,4;58,6;2,4;
2024-08-16;0;27,1;13,5;62,3;2,2;
2024-08-17;0;28,1;16,8;60,3;2,6;
2024-08-18;0;29,5;18,2;55;2,8;
2024-08-19;0;30;16,4;54;2,9;
2024-08-20;1,8;25,1;17;79,8;2,4;
2024-08-21;,2;26,1;15,4;75,8;5,3;
2024-08-22;0;23;16,4;77,2;3,5;
2024-08-23;41,6;13,6;9,4;95;2,1;
2024-08-24;13;11,6;6,8;83,5;2,1;
2024-08-25;0;11,2;1,7;74,9;1,5;
2024-08-26;0;14,1;,9;71,1;,6;
2024-08-27;0;18,6;2,1;61,6;1,2;
2024-08-28;,4;19,3;9,1;65,7;3,2;
2024-08-29;0;21,6;12,6;72,5;2,8;
2024-08-30;0;27,5;13,3;68;2,4;
2024-08-31;0;26,1;16;69,3;2,4;
2024-09-01;2,2;21,3;11,9;85,3;2,8;
2024-09-02;,2;20,3;7,5;76,7;,9;
2024-09-03;0;25,8;8;64,3;2,1;
2024-09-04;0;25,9;14;81;3,7;
2024-09-05;26;15,7;8,8;78,5;3,5;
2024-09-06;0;21,1;6,5;75,1;3,5;
2024-09-07;0;25,7;11,7;78,8;3;
2024-09-08;0;30,3;16,6;68,9;3;
2024-09-09;0;30,2;17,9;61;2,7;
2024-09-10;0;27,7;18,9;58,9;2,1;
2024-09-11;0;28,6;18,4;59;3,1;
2024-09-12;0;24,1;18,5;72,9;3,2;
2024-09-13;27,8;20,5;15,3;91,5;3,8;
2024-09-14;8,6;20,7;14,2;85,3;2,2;
2024-09-15;0;16,5;8,7;81,7;3,8;
2024-09-16;null;21,8;11,4;69,3;null;
2024-09-17;0;21,7;11,3;73,1;3,8;
2024-09-18;0;24,2;10,4;65,2;3,5;
2024-09-19;0;21,5;13,9;81,5;5,4;
2024-09-20;30;20,6;15,2;90,2;3,8;
2024-09-21;17,2;26,3;12,7;77,9;2,4;
2024-09-22;0;28,5;15,1;77,4;3,1;
2024-09-23;0;30,3;19,5;76,6;3;
2024-09-24;0;30;20,3;74,6;4;
2024-09-25;0;29,2;20,8;74,6;2,8;
2024-09-26;10;21,6;17,4;93,6;3,2;
2024-09-27;18,6;20,4;13,8;83,9;2,2;
2024-09-28;0;23,9;10,6;70,3;2,8;
2024-09-29;0;29,8;12,8;63,8;3,3;
2024-09-30;0;30,2;14,4;63,5;4,7;
2024-10-01;0;31,7;18,5;66;5,1;
2024-10-02;76,6;19,2;16;94,2;3,2;
2024-10-03;6,4;18;8,9;77,2;4,1;
2024-10-04;0;23,3;8,5;73,6;3,6;
2024-10-05;0;26,4;10,6;67,3;3,7;
2024-10-06;0;26,7;14,5;68,9;2,9;
2024-10-07;0;19,6;15,5;86,8;4;
2024-10-08;8,6;18,2;15,8;93,3;2;
2024-10-09;26;17,8;15,5;94,3;4;
2024-10-10;null;null;null;87,3;null;
2024-10-11;null;null;null;null;null;
2024-10-12;null;null;null;null;null;
2024-10-13;0;26,8;14,3;70,3;3,9;
2024-10-14;0;25,1;15,2;73,4;4,6;
2024-10-15;0;20,5;15,3;87,5;3,6;
2024-10-16;null;25;15,6;72,3;1,4;
2024-10-17;null;29,3;14,4;67,4;2,5;
2024-10-18;0;21,7;14,3;83,5;2,7;
2024-10-19;,4;24;14,4;72,9;3;
2024-10-20;0;27;13,3;69,5;4,3;
2024-10-21;0;28;16,2;70,3;3,8;
2024-10-22;0;31,3;18,9;69,7;2,9;
2024-10-23;0;27,7;21,9;79,8;3,4;
2024-10-24;0;28,7;19,7;88,2;4,5;
2024-10-25;37,4;23,8;14;80,3;2,7;
2024-10-26;0;22;11,1;64,3;2,5;
2024-10-27;0;26,7;9,7;60,4;3,5;
2024-10-28;0;29,9;14,4;61,7;3,4;
2024-10-29;0;29,9;15,9;61,1;2,2;
2024-10-30;0;31,2;17;64,1;3,1;
2024-10-31;0;30,3;17,3;62,1;4,8;
2024-11-01;0;30,8;16,1;56,8;4,5;
2024-11-02;0;24,7;18,5;83,5;3,8;
2024-11-03;13,6;25,4;18,7;85,8;4,4;
2024-11-04;,6;28,7;16,3;72,4;3,9;
2024-11-05;0;30,4;18,9;73,1;3,3;
2024-11-06;0;30,9;20;80,4;3,5;
2024-11-07;5;26,8;18;81,7;2,4;
2024-11-08;1;22,5;16,6;81,4;4,6;
2024-11-09;0;24,8;10,8;67,5;3,4;
2024-11-10;0;31,3;13,8;60,5;3,8;
2024-11-11;0;33,2;16,9;61,2;3,1;
2024-11-12;3,6;21;12,9;63,8;2,8;
2024-11-13;0;23,5;9,3;51,6;1,8;
2024-11-14;0;27,6;12,2;53,4;3;
2024-11-15;0;29,5;16,2;59,9;4,1;
2024-11-16;0;32,8;17,4;57;3,8;
2024-11-17;0;34;18,8;56,5;3,4;
2024-11-18;0;31,8;20,4;66;2,7;
2024-11-19;3,2;23,5;19,1;88,1;3,7;
2024-11-20;10;20,8;19,1;92,8;2,8;
2024-11-21;,8;23,6;14,8;83,1;4,7;
2024-11-22;,6;24,4;17,7;82;3,6;
2024-11-23;0;28,5;15,9;70,4;3,5;
2024-11-24;0;30,2;15,8;60,5;3,9;
2024-11-25;0;31;16;57,5;4;
2024-11-26;0;30,7;20,4;56,2;2,9;
2024-11-27;0;32,3;20,2;68,7;2,6;
2024-11-28;27,4;25;19;88;2,6;
2024-11-29;2;29,7;19,5;79,2;2,6;
2024-11-30;0;30,7;18,6;72,1;3,1;
2024-12-01;0;33,1;19,2;70,4;5,6;
2024-12-02;33,2;27,4;18,1;91,8;2,2;
2024-12-03;1,4;24,8;14;67,4;2,6;
2024-12-04;0;29,2;13,8;67;3,2;
2024-12-05;0;31,8;15,8;64,9;3,1;
2024-12-06;0;31,2;19,2;74,1;4,7;
2024-12-07;65,2;21,1;18,3;95,2;3,1;
2024-12-08;15,4;17,6;14,4;90,3;4,9;
2024-12-09;0;22,3;13,6;88,9;3,3;
2024-12-10;4,6;25,8;15,2;82,8;1,9;
2024-12-11;,2;28,6;16;70;3;
2024-12-12;0;29,5;17,1;67,3;3,7;
2024-12-13;0;28,2;18;79,5;3,7;
2024-12-14;39,8;24,9;17,2;90,5;2,6;
2024-12-15;5,4;22,9;16,6;80,7;3,1;
2024-12-16;,4;22,3;14,2;88,9;2,6;
2024-12-17;12,2;24,4;13,7;79,2;2;
2024-12-18;0;29,3;15,5;64,7;3,4;
2024-12-19;0;24,8;17,8;84,1;3;
2024-12-20;25;27,5;17,5;79,2;2,5;
2024-12-21;0;30,2;17,2;68,8;2,8;
2024-12-22;0;21,5;17,1;84,1;4,3;
2024-12-23;,2;27,4;13,2;69,3;2,9;
2024-12-24;0;29,9;16,1;70,4;3,7;
2024-12-25;13,8;25,1;17,3;76,4;2,4;
2024-12-26;,2;24,9;10,5;61,5;1,5;
2024-12-27;0;26,4;12,7;58,6;1,5;
2024-12-28;0;27,5;15,4;59,7;1,9;
2024-12-29;0;28,1;15,5;71,2;3,7;
2024-12-30;0;27,5;16,7;75,9;3,5;
2024-12-31;0;31,3;17,8;74,7;3,4;
2025-01-01;,2;30;17,9;76,7;3,5;
2025-01-02;14;28,8;17,3;81,5;2,5;
2025-01-03;4;29,7;18,7;65,1;2,4;
2025-01-04;0;25,9;14,9;50,2;2;
2025-01-05;0;27,1;13,9;56,6;1,9;
2025-01-06;0;26,9;13,9;65,5;2,5;
2025-01-07;0;28;14,7;66,5;2,9;
2025-01-08;0;28,7;17,5;72,7;3,5;
2025-01-09;15;29,4;16,8;70,5;3,1;
2025-01-10;0;27,3;18,5;77,4;3,3;
2025-01-11;5,8;27;16,6;79,9;2,9;
2025-01-12;,4;26,6;15;72,3;3,5;
2025-01-13;0;28,6;15,4;65,8;3,1;
2025-01-14;0;29,6;16,3;72,2;2,9;
2025-01-15;,6;27,5;18,3;74;2,5;
2025-01-16;0;29,8;18,5;69,5;2,6;
2025-01-17;0;33;20,4;65,1;2,8;
2025-01-18;0;32,5;20;69;2,3;
2025-01-19;0;33;20,7;67;2,3;
2025-01-20;2;28,3;19,8;78,4;2,3;
2025-01-21;0;29,5;15,1;67;1,9;
2025-01-22;0;32,1;17,9;51,8;1,8;
2025-01-23;0;34,5;18,3;57;2,2;
2025-01-24;2;29;18,9;83,6;2,3;
2025-01-25;5,2;27,2;18,8;83,4;1,7;
2025-01-26;0;29,4;19,2;76;2,4;
2025-01-27;,2;32;19,2;72,5;3,9;
2025-01-28;8,4;30,1;19,3;80;2,1;
2025-01-29;,2;29,8;18,2;77,5;1,6;
2025-01-30;0;30,1;19,2;80,8;2,4;
2025-01-31;9,8;28,3;17;77,7;2;
2025-02-01;0;30,4;18;74,4;2,6;
2025-02-02;0;32,2;18,2;68,8;3;
2025-02-03;0;32,4;18,9;71,5;2,5;
2025-02-04;9,4;33,1;19,3;68,2;2,7;
2025-02-05;0;33,1;19,6;67,1;2,7;
2025-02-06;0;30,2;21,2;78,7;3,4;
2025-02-07;2,4;29,5;19,2;78;1,7;
2025-02-08;,2;33,1;18,6;66,5;2,8;
2025-02-09;0;33,3;19,5;68;1,4;
2025-02-10;,2;35,1;21;64,3;2,8;
2025-02-11;0;34,7;20,7;63,6;2,8;
2025-02-12;,4;34,6;19,6;73,2;3,4;
2025-02-13;24,8;28,4;19,1;80,9;3,2;
2025-02-14;0;32,1;18,3;74,8;2,8;
2025-02-15;0;30,6;21,3;77,7;3,8;
2025-02-16;,2;33,4;20;73,8;4,3;
2025-02-17;,8;29;20,2;86,3;2,9;
2025-02-18;8,4;24;16,8;82;2,3;
2025-02-19;0;28,7;16,7;76,9;2,7;
2025-02-20;0;31,2;17,9;68,7;2;
2025-02-21;0;31,6;18,9;63,8;2,7;
2025-02-22;0;33,7;20;58,5;2,4;
2025-02-23;0;33,8;20;66,4;2,7;
2025-02-24;0;34;19,1;61;3;
2025-02-25;0;32,9;21,1;73,2;2,9;
2025-02-26;2;32,4;19,8;77,5;2,9;
2025-02-27;7;29,6;20,2;88,3;2,7;
2025-02-28;22;31;19,9;84;3,1;
2025-03-01;10,4;32,9;20,5;79,6;3;
2025-03-02;2,4;33,2;20,5;73,3;2,4;
2025-03-03;,6;34,6;21,8;62,5;2,8;
2025-03-04;0;32,6;20,6;61;3,4;
2025-03-05;0;32,6;20,1;61,5;3,7;
2025-03-06;0;32,4;20,2;63,2;3,5;
2025-03-07;0;32,7;18,8;61,3;3,9;
2025-03-08;0;33,4;20,2;64;3,1;
2025-03-09;0;27,9;19,9;78,6;2,4;
2025-03-10;5,8;25,7;15,2;80,6;3,5;
2025-03-11;0;29,7;16,9;78,1;2,8;
2025-03-12;0;27,7;17,5;81;2,5;
2025-03-13;0;26,4;16;76,2;2,4;
2025-03-14;0;25,5;13,5;69;1,7;
2025-03-15;0;24,6;13,4;63,2;2,7;
2025-03-16;0;28,7;13,1;66,4;2,7;
2025-03-17;0;30,4;16,8;66,6;2,8;
2025-03-18;0;27,9;17,6;77,1;2,5;
2025-03-19;0;27,7;12,9;62,1;3,2;
2025-03-20;0;29,2;15,4;57,4;3,2;
2025-03-21;0;31,2;14,9;55,2;2,8;
2025-03-22;0;27,3;16,9;57,7;3,5;
2025-03-23;0;31,3;17,7;55,3;1,8;
2025-03-24;0;31,5;18,6;70,1;1,8;
2025-03-25;6;28,5;17,7;75,5;2,1;
2025-03-26;0;31,4;19,6;68,2;3;
2025-03-27;0;27;19;79,4;2,9;
2025-03-28;18,4;28,4;17,4;76;2,6;
2025-03-29;0;28,6;19,3;80,7;1,5;
